Database ID,Country,Districts,Region,Departments,Sous Prefecture,Commune,Latitude,Longitude,GeoID,ISO,ISO3
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,BOUNDOUKOU,TABAGNE,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,BOUNDOUKOU,SOROBANGO,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,BOUNDOUKOU,SAPLI-SEPINGO,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,BOUNDOUKOU,BONDO,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,BOUNDOUKOU,APIMANDOUM,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,BOUNDOUKOU,LAOUDI-BA,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,BOUNDOUKOU,GOUMERE,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,BOUNDOUKOU,PIND-BOKORO,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,BOUNDOUKOU,YEZIMALA,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,BOUNDOUKOU,Boundoukou,,,,,,
9438,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,BOUNDOUKOU,Boundoukou,Boundoukou,,,,,
9434,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,KOUN-FAO,,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,KOUN-FAO,BOAHIA,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,KOUN-FAO,TANKESSE,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,KOUN-FAO,TIENKOIKRO,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,KOUN-FAO,KOKOMIAN,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,KOUN-FAO,Kouassi-Daterko,,,,,,
9439,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,KOUN-FAO,Kouassi-Daterko,Kouassi-Daterko,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,KOUN-FAO,Koun-Fao,,,,,,
9440,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,KOUN-FAO,Koun-Fao,Koun-Fao,,,,,
9435,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,SANDEGUE,,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,SANDEGUE,DIMANDOUGOU,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,SANDEGUE,TAOUDI,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,SANDEGUE,YOROBODI,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,SANDEGUE,BADAKAGNI-TOMORA,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,SANDEGUE,Sandegue,,,,,,
9441,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,SANDEGUE,Sandegue,Sandegue,,,,,
9436,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,TANDA,,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,TANDA,AMANVI,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,TANDA,TIEDIO,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,TANDA,DIAMBA,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,TANDA,Tanda,,,,,,
9442,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,TANDA,Tanda,Tanda,,,,,
9437,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,TRANSUA,,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,TRANSUA,Assuefry,,,,,,
9443,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,TRANSUA,Assuefry,Assuefry,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,TRANSUA,Transua,,,,,,
9444,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,TRANSUA,Transua,Transua,,,,,
